,customer,weight,round,length
0,"[144, 146, 114, 115, 183, 145, 141, 182, 142, 175]","[1, 2, 1, 2, 1, 2, 1, 2, 1, 2]",0,2359.5636103079996
1,"[192, 125, 123, 124, 108, 191, 110, 109, 58, 176]","[2, 1, 1, 1, 1, 3, 1, 1, 3, 1]",0,2165.2681300477
2,"[117, 118, 67, 119, 98, 97, 3, 2, 1, 139, 138, 181, 17]","[1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1]",0,2317.3029845184
3,"[59, 52, 14, 113, 18, 19, 65]","[2, 2, 2, 2, 3, 1, 3]",0,4997.930596839999
4,"[0, 129, 105, 120, 68, 12, 131, 38, 171, 78, 186, 91, 16]","[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2]",0,21878.190030124
5,[],[],1,0.0
6,[],[],1,0.0
7,[],[],1,0.0
8,"[90, 185]","[2, 2]",1,11623.4386080466
9,[],[],1,0.0
