,customer,weight,round,length
0,"[107, 39, 11, 12, 38, 113, 114, 15, 23, 34, 33, 35, 36, 1, 2]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,9417.711813428998
1,"[72, 73, 74, 70, 76, 32, 134, 33, 61, 62, 22, 87, 136, 128, 129]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,8866.862517287998
2,"[86, 88, 89, 49, 131, 0, 52, 110, 111, 10, 90, 71]","[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2]",2,8637.232184125201
3,"[112, 109, 24, 21, 59, 19, 80, 20, 17, 97, 47, 78]","[1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1]",3,8474.620655216999
4,"[25, 51, 60, 81, 8, 69]","[1, 2, 1, 1, 3, 7]",4,6162.425570625001
5,"[69, 98]","[14, 1]",5,1497.802328775
6,[98],[15],6,861.891667206
7,"[98, 44]","[5, 10]",7,2178.501876455
8,"[44, 92, 123]","[11, 2, 2]",8,5582.2901914819995
9,"[28, 120, 96, 115, 93, 65, 95, 66, 122]","[2, 1, 2, 1, 2, 1, 1, 2, 2]",9,7408.899752296999
