,CID
0,7496
1,7498
2,7516
3,7518
4,7519
5,7520
6,7521
7,7522
8,7523
9,7525
10,10138
11,10139
12,10140
13,10141
14,10142
15,10143
16,10144
17,10145
18,10146
19,10147
20,10153
21,10165
22,10166
23,10167
24,11280
25,17090
26,17091
27,19661
28,19662
29,23873
30,23874
31,25159
32,30862
33,30863
34,30864
35,30865
36,30866
37,30867
38,30868
39,30869
40,30882
41,33063
42,38486
43,38489
44,38490
45,38491
46,38518
47,38519
48,40521
49,46005
50,46006
51,46007
52,46008
53,46009
54,46010
55,46170
56,53238
57,53240
58,53241
59,53242
60,53243
61,53254
62,53255
63,53256
64,53257
65,53264
66,59582
67,59583
68,59584
69,59585
70,59586
71,59587
72,60745
