,BID
0,40800
1,40803
2,40828
3,40866
4,40868
5,40874
6,40888
7,40890
8,40942
9,40955
10,40956
11,40975
12,40976
13,40998
14,41005
15,41015
16,41018
17,41019
18,41024
19,41026
20,41031
21,41047
22,41053
23,41055
24,41057
25,41058
26,41061
27,41066
28,41075
29,41079
30,41080
31,41082
32,41087
33,41088
34,41090
35,41096
36,41103
37,41104
38,41105
39,41107
40,41110
41,41111
42,41112
43,41121
44,41127
45,41128
46,41130
47,41133
48,41134
49,41135
50,41140
51,41142
52,41146
53,41154
54,41158
55,41166
56,41168
57,41174
58,41176
59,41177
60,41178
61,41179
62,41180
63,41181
64,41183
65,41184
66,41186
67,41190
68,41193
69,41198
70,41211
71,41215
72,41216
73,41223
74,41225
75,41226
76,41228
77,41234
78,41236
79,41242
80,41243
81,41251
82,41254
83,41255
84,41256
85,41264
86,41265
87,41268
88,41279
89,41281
90,41283
91,41296
92,41310
93,41312
94,41315
95,41316
96,41323
97,41324
98,41341
99,41355
100,41356
101,41364
102,41365
103,41374
104,41377
105,41381
106,41388
107,41514
108,41517
109,41519
110,41553
111,41631
112,41684
113,41796
114,41812
115,41828
116,41831
117,41871
118,41878
119,41914
120,41948
121,41961
122,41966
