,customer,weight,round,length
0,"[138, 137, 90, 228, 142, 302, 46, 263, 259, 295, 9, 11]","[1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1, 1]",0,19750.388572519998
1,"[265, 143, 73, 281, 277, 283, 196, 195, 44, 25, 93]","[2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2]",0,20663.765196556
2,"[222, 102, 241, 240, 213, 51, 101, 227, 194, 145, 232]","[1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2]",0,24255.4251520914
3,"[286, 97, 169, 35, 98, 95, 238, 23, 22, 67, 124]","[1, 1, 1, 3, 1, 1, 2, 2, 1, 1, 1]",0,20008.7858821407
4,"[108, 110, 61, 63, 308, 60, 293, 294, 291, 48, 160, 290, 153]","[1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1]",0,3524.3689694495006
5,[],[],1,0.0
6,"[197, 249, 220, 310, 309, 246, 39, 314, 207]","[1, 1, 1, 1, 1, 1, 1, 2, 1]",1,21494.165147160205
7,"[57, 168, 55, 162, 113]","[2, 2, 1, 1, 5]",1,20178.611467109004
8,[],[],1,0.0
9,"[288, 289, 298, 20, 285, 206, 198]","[2, 2, 1, 2, 2, 1, 5]",1,21616.779713218002
