,customer,weight,round,length
0,"[13, 80, 81, 78, 85, 142, 109, 29]","[2, 1, 2, 1, 1, 3, 3, 2]",0,5003.156941068
1,"[99, 102, 135, 131, 132, 103, 164, 0, 5, 82]","[1, 1, 1, 2, 1, 1, 5, 1, 1, 1]",0,4080.979171122
2,"[76, 56, 43, 45, 2, 26, 75, 139, 140]","[1, 3, 3, 1, 2, 1, 1, 1, 2]",0,3040.894145385
3,"[100, 59, 27, 41, 22, 37, 144, 18, 19, 33, 34, 98]","[1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1]",0,5278.4138003286
4,"[138, 57, 87, 84]","[2, 11, 1, 1]",1,3566.704551521
5,"[178, 177, 151, 136, 133, 21, 130, 83, 70, 125, 129, 168]","[1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1]",1,6284.510187209
6,"[159, 57, 160]","[3, 9, 3]",1,3603.521831655
7,"[3, 112, 110, 119, 154, 120, 155, 121, 146, 122, 20]","[1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1]",1,6235.086513021998
8,"[42, 32, 31, 171, 16, 163, 137, 152, 134]","[1, 1, 1, 2, 1, 1, 1, 1, 1]",2,6915.766696913
9,[],[],2,0.0
10,"[4, 104, 115, 110]","[2, 2, 1, 3]",2,4845.396641156
11,[],[],2,0.0
