,BID
0,36880
1,36918
2,36945
3,36967
4,36982
5,36984
6,37008
7,37026
8,37049
9,37050
10,37058
11,37081
12,37092
13,37093
14,37125
15,37131
16,37157
17,37171
18,37176
19,37193
20,37226
21,37236
22,37253
23,37259
24,37263
25,37265
26,37294
27,37349
28,37373
29,37375
30,37417
31,37420
32,37423
33,37427
34,37433
35,37437
36,37486
37,37502
38,37508
39,37515
40,37517
41,37536
42,37539
43,37547
44,37564
45,37584
46,37597
47,37601
48,37607
49,37612
50,37621
51,37627
52,37634
53,37653
54,37663
55,37667
56,37671
57,37684
58,37690
59,37696
60,37705
61,37707
62,37713
63,37720
64,37727
65,37745
66,37756
67,37758
68,37761
69,37762
70,37766
71,37774
72,37802
73,37809
74,37841
75,37850
76,37886
77,37889
78,37891
79,37893
80,37895
81,37901
82,37903
83,37913
84,37936
85,37948
86,37958
87,37968
88,37982
89,37991
90,37994
91,38007
92,38015
93,38026
94,38035
95,38047
96,38051
97,38069
98,38091
99,38099
100,38104
101,38105
102,38112
103,38120
104,38127
105,38151
106,38153
107,38157
108,38159
109,38167
110,38178
111,38191
112,38192
113,38213
114,38221
115,38222
116,38242
117,38279
118,38281
119,38293
120,38295
121,38361
122,38373
123,38396
124,38445
125,38468
126,38529
127,38556
128,38561
129,38569
130,38609
131,38655
132,38733
133,38831
134,38843
135,38848
136,38921
137,39016
138,39041
