,CID
0,6742
1,10863
2,10872
3,10873
4,10875
5,12723
6,17868
7,17869
8,17870
9,17871
10,17875
11,17876
12,17885
13,17891
14,24588
15,24589
16,24600
17,24601
18,26592
19,32007
20,39503
21,39504
22,39505
23,39506
24,39507
25,39508
26,40465
27,44135
28,44136
29,44137
30,44138
31,53921
32,53922
33,53923
34,53924
35,53926
36,53927
37,53928
38,53929
39,53930
40,53931
41,53935
42,53936
43,53937
44,53938
45,53939
46,53940
47,53942
48,53943
49,53954
50,55730
51,58363
52,58364
53,58366
54,58367
55,58368
56,58369
57,60370
58,60371
