,customer,weight,round,length
0,"[92, 71, 25, 91, 89, 114, 110, 109, 131, 127]","[1, 1, 1, 1, 2, 2, 1, 1, 3, 2]",0,7491.724847613201
1,"[70, 69, 67, 66, 65, 111, 80, 139, 79, 99, 38, 100, 14, 119, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,2264.8976349528
2,"[18, 44, 4, 61, 108]","[1, 6, 6, 1, 1]",0,14597.77775424
3,"[125, 32, 30, 101]","[9, 2, 3, 1]",0,5425.61209608
4,"[33, 34, 9]","[1, 1, 13]",0,5645.3405328308
5,[],[],1,0.0
6,[],[],1,0.0
7,"[77, 84, 121, 55, 46, 117, 7, 6, 45]","[2, 1, 1, 1, 1, 2, 1, 1, 2]",1,5056.40353416
8,"[95, 8, 129, 130, 76, 126, 74, 73, 72, 26]","[1, 4, 2, 1, 1, 1, 1, 1, 1, 1]",1,8908.273280706
9,[],[],1,0.0
