,customer,weight,round,length
0,"[114, 28, 29, 104, 153, 304, 158, 159, 160, 290, 50, 49, 211, 48]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1]",0,19637.074166163202
1,"[302, 46, 148, 265, 266, 12, 256, 93, 138]","[2, 1, 2, 2, 1, 3, 1, 2, 1]",0,1940.7577401176
2,"[154, 291, 294, 293, 60, 308, 63, 107, 62, 61, 110, 108, 222]","[1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1]",0,19118.2868062897
3,"[227, 194, 70, 68, 64, 232, 229, 145, 120, 129]","[1, 1, 1, 1, 2, 2, 2, 2, 1, 2]",0,23895.86872451
4,"[67, 124, 10, 11, 9, 295, 296, 7, 259, 260, 267, 268, 263, 273]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1]",0,3939.177888361
5,"[130, 306, 101, 51, 53, 213, 239, 240, 241, 102, 147, 129]","[1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1]",1,3592.659209079
6,"[282, 283, 78, 137, 15, 274, 14, 88, 90, 141, 16]","[2, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1]",1,2648.6495270296
7,"[143, 142, 238, 95, 164, 151, 214, 23, 22, 228]","[1, 1, 2, 1, 1, 1, 2, 2, 1, 3]",1,3710.0288280149
8,"[98, 97, 286, 96, 52, 170, 217, 169, 35, 34]","[1, 1, 1, 1, 2, 3, 1, 1, 3, 1]",1,3426.2763622720995
9,"[25, 236, 235, 44, 195, 196, 277, 281, 278, 190, 192, 193, 297, 73]","[1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,3067.9268085667004
10,"[220, 219, 246, 309, 312, 310, 210, 80, 285, 206, 79, 280, 279, 87]","[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1]",2,4237.3403165337995
11,"[197, 198, 199, 20, 19]","[1, 5, 2, 2, 5]",2,2887.3805149300006
12,"[31, 299, 298, 289, 288]","[3, 2, 1, 2, 2]",2,2510.1921646270002
13,"[57, 165, 166, 168, 55, 162, 113]","[2, 1, 1, 2, 1, 1, 5]",2,4080.9202535557006
14,"[208, 209, 249, 252, 251, 65, 39, 174, 314, 207]","[1, 3, 1, 2, 1, 2, 1, 1, 2, 1]",2,3959.260991692
