,BID
0,21602
1,21720
2,21746
3,21821
4,21875
5,21887
6,21898
7,21910
8,21915
9,21924
10,21934
11,21944
12,21959
13,21961
14,21973
15,22003
16,22076
17,22077
18,22118
19,22124
20,22142
21,22154
22,22198
23,22249
24,22258
25,22264
26,22274
27,22290
28,22292
29,22293
30,22305
31,22327
32,22354
33,22356
34,22398
35,22419
36,22426
37,22464
38,22477
39,22486
40,22497
41,22504
42,22523
43,22545
44,22562
45,22599
46,22603
47,22604
48,22610
49,22624
50,22628
51,22637
52,22640
53,22688
54,22703
55,22717
56,22745
57,22762
58,22797
59,22804
60,22807
61,22822
62,22837
63,22896
64,22902
65,23008
66,23012
67,23151
68,23165
69,23218
70,23310
71,23311
72,23332
73,23348
74,23424
75,23552
76,23580
77,23735
78,23778
79,23817
80,23986
81,24081
82,24082
83,24096
84,24116
85,24187
86,24198
87,24230
88,24240
89,24251
90,24286
91,24299
92,24323
93,24343
94,24355
95,24364
96,24398
97,24411
