,customer,weight,round,length
0,"[64, 62, 111, 110, 94, 93, 149, 131, 109, 129, 125, 38, 39, 41]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",0,1997.2450526574003
1,"[42, 49, 119, 40, 127, 48, 126, 124, 132]","[1, 3, 1, 2, 1, 2, 1, 1, 3]",0,2109.911007394
2,"[37, 36, 3, 97, 32, 142, 33, 72, 135, 120, 136, 139, 43]","[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1]",0,2760.7658690840994
3,"[112, 15, 113, 28, 82, 7, 86, 14, 85, 84, 83, 161]","[1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1]",0,2461.0031861604
4,"[140, 75, 121, 122, 99, 159, 63, 66, 65]","[1, 2, 1, 2, 2, 1, 3, 1, 2]",0,2397.13116799
5,"[114, 26, 27, 16, 76, 116, 115, 17, 77, 156]","[1, 1, 1, 1, 1, 2, 1, 2, 4, 1]",1,3497.265888950599
6,"[59, 60, 61, 53, 158, 8, 10, 23, 22, 91]","[1, 1, 1, 1, 2, 1, 1, 1, 3, 3]",1,3745.4824527207
7,"[68, 78, 71, 155, 134, 144, 143, 145, 160]","[3, 4, 1, 2, 1, 1, 1, 1, 1]",1,4753.2491642633995
8,"[9, 54, 55, 79, 69, 123]","[3, 1, 1, 4, 5, 1]",1,4228.674071535
9,"[96, 154, 147, 25, 146, 5, 81, 44]","[1, 2, 3, 2, 3, 1, 1, 2]",1,5686.406342652001
10,[],[],2,0.0
11,[],[],2,0.0
12,[],[],2,0.0
13,"[46, 105, 106, 104, 107, 103, 88, 6]","[1, 1, 1, 1, 1, 1, 1, 3]",2,5208.991336657
14,"[98, 56, 29, 78]","[3, 1, 3, 3]",2,6110.578551509
