,CID
0,1644
1,1704
2,11353
3,11354
4,11355
5,11775
6,11780
7,11783
8,11785
9,11786
10,11787
11,11789
12,11791
13,11793
14,11850
15,11851
16,12077
17,18357
18,18728
19,18729
20,18835
21,18836
22,18839
23,18840
24,18841
25,18842
26,18847
27,18849
28,18908
29,25525
30,25526
31,25527
32,32710
33,32711
34,32712
35,32713
36,32714
37,32899
38,40116
39,40117
40,40134
41,40137
42,40257
43,40258
44,40754
45,47365
46,47652
47,47778
48,47779
49,47834
50,47835
51,47924
52,54820
53,54891
54,54892
55,60827
56,60828
57,60829
58,60947
59,60948
60,60949
61,60950
62,60951
63,61138
