,BID
0,37979
1,38135
2,38168
3,38209
4,38212
5,38278
6,38324
7,38364
8,38402
9,38418
10,38437
11,38570
12,38588
13,38607
14,38629
15,38637
16,38690
17,38711
18,38719
19,38756
20,38767
21,38787
22,38807
23,38826
24,38852
25,38858
26,38865
27,38870
28,38875
29,38898
30,38913
31,38949
32,38963
33,38969
34,38976
35,38986
36,38990
37,38997
38,38998
39,39005
40,39009
41,39017
42,39021
43,39025
44,39032
45,39034
46,39045
47,39060
48,39062
49,39071
50,39092
51,39097
52,39102
53,39121
54,39132
55,39142
56,39145
57,39152
58,39155
59,39162
60,39166
61,39169
62,39171
63,39176
64,39187
65,39194
66,39203
67,39211
68,39213
69,39223
70,39233
71,39244
72,39256
73,39275
74,39417
75,39455
76,39465
77,39468
78,39503
79,39518
80,39520
81,39554
82,39575
83,39597
84,39601
85,39603
86,39610
87,39624
88,39628
89,39633
90,39637
91,39639
92,39641
93,39643
94,39645
95,39647
96,39655
97,39662
98,39667
99,39685
100,39690
101,39692
102,39708
103,39715
104,39722
105,39728
106,39732
107,39735
108,39745
109,39748
110,39756
111,39757
112,39759
113,39760
114,39762
115,39765
116,39766
117,39813
118,39828
119,39845
120,39846
121,39865
122,39872
123,39891
124,39901
125,39912
126,39925
127,39926
128,39927
129,39940
130,39961
131,39972
132,39992
133,40022
134,40036
135,40306
136,40334
137,40392
138,40496
139,40509
140,40562
