,BID
0,11398
1,11924
2,12179
3,12494
4,12867
5,12972
6,13249
7,13264
8,13284
9,13285
10,13333
11,13430
12,13462
13,13464
14,13474
15,13491
16,13498
17,13541
18,13599
19,13672
20,13683
21,13693
22,13708
23,13733
24,13746
25,13773
26,13779
27,13781
28,13811
29,13838
30,13839
31,13887
32,13903
33,13921
34,13940
35,13954
36,13960
37,13975
38,13999
39,14000
40,14020
41,14074
42,14077
43,14107
44,14117
45,14128
46,14151
47,14154
48,14173
49,14182
50,14184
51,14189
52,14205
53,14209
54,14214
55,14215
56,14221
57,14222
58,14226
59,14236
60,14239
61,14258
62,14259
63,14265
64,14268
65,14273
66,14293
67,14295
68,14316
69,14326
70,14344
71,14349
72,14365
73,14369
74,14373
75,14380
76,14387
77,14391
78,14398
79,14407
80,14411
81,14413
82,14421
83,14422
84,14430
85,14436
86,14437
87,14443
88,14446
89,14461
90,14463
91,14467
92,14468
93,14471
94,14477
95,14491
96,14493
97,14503
98,14505
99,14518
100,14519
101,14522
102,14529
103,14533
104,14539
105,14545
106,14582
107,14584
108,14585
109,14588
110,14589
111,14593
112,14595
113,14596
114,14597
115,14602
116,14603
117,14604
118,14606
119,14607
120,14612
121,14615
122,14617
123,14621
124,14628
125,14633
126,14634
127,14636
128,14641
129,14642
130,14647
131,14650
132,14651
133,14654
134,14660
135,14666
136,14680
137,14710
138,14714
139,14715
140,14717
141,14746
142,14754
143,14771
144,14804
145,14816
146,14822
147,14844
148,14848
149,14850
150,14860
151,14877
152,14882
153,14894
154,14901
155,14911
156,14917
157,14927
158,14950
159,14952
160,14972
161,14983
162,14984
163,15019
164,15021
165,15041
166,15043
167,15049
168,15055
169,15069
170,15070
171,15130
172,15132
173,15163
174,15169
175,15170
176,15182
177,15200
178,15215
179,15237
180,15252
181,15254
182,15296
183,15299
184,15310
185,15320
186,15338
187,15366
188,15370
189,15374
190,15392
191,15412
192,15414
193,15416
194,15424
195,15435
196,15438
197,15443
198,15445
199,15446
200,15461
201,15476
202,15481
203,15492
204,15494
205,15502
206,15514
207,15530
208,15531
209,15534
210,15549
211,15552
212,15554
213,15556
214,15586
215,15611
216,15643
217,15759
218,15835
219,15863
220,15872
221,15883
222,15921
223,15923
224,15924
225,15932
226,15941
227,15946
228,15964
229,15965
230,15974
231,15992
232,15995
233,16030
234,16068
235,16074
236,16075
237,16083
238,16088
239,16099
240,16118
241,16134
242,16142
243,16144
244,16149
245,16155
246,16163
247,16183
248,16196
249,16197
250,16206
251,16300
