,customer,weight,round,length
0,"[59, 74, 98, 40, 52]","[10, 1, 1, 1, 2]",0,2061.120837752
1,[18],[15],0,1407.683026612
2,"[18, 4, 84, 85, 79]","[7, 4, 2, 1, 1]",0,2061.2615384718
3,"[25, 58, 56, 31, 38, 39, 77, 47]","[1, 1, 2, 3, 1, 1, 4, 2]",0,1957.3582782637998
4,"[97, 8, 26, 28, 92, 35, 70, 69, 27]","[2, 1, 1, 1, 1, 1, 6, 1, 1]",1,4090.175951136
5,[18],[15],1,1407.683026612
6,"[70, 72]","[14, 1]",1,2982.120996666
7,"[18, 60, 89, 100, 46, 9, 10]","[3, 2, 1, 2, 1, 2, 4]",1,4223.95145141
8,"[36, 49, 22, 86]","[1, 1, 1, 2]",2,3708.76306113
9,[],[],2,0.0
10,[],[],2,0.0
11,[],[],2,0.0
