,customer,weight,round,length
0,[22],[15],0,1220.225695606
1,"[36, 33, 31, 57, 62, 68, 5, 69, 48, 61, 25]","[1, 1, 1, 1, 1, 1, 1, 3, 2, 2, 1]",0,2623.9995711
2,"[70, 29, 34, 73, 60, 28]","[1, 7, 4, 1, 1, 1]",0,1750.06964266
3,"[27, 22, 58, 59]","[1, 12, 1, 1]",0,1724.5702649985
4,"[40, 41, 12, 54, 4, 24, 1, 0, 42]","[2, 1, 4, 2, 1, 1, 1, 1, 2]",0,3183.463654258
5,[],[],1,0.0
6,"[21, 49, 48]","[8, 3, 1]",1,3094.190577722
7,[],[],1,0.0
8,[],[],1,0.0
9,"[64, 65, 13]","[4, 6, 4]",1,2641.2735766449996
