,CID
0,4431
1,4432
2,4629
3,4630
4,4631
5,5004
6,5005
7,5006
8,5388
9,5389
10,5390
11,5391
12,5406
13,5407
14,5655
15,6021
16,10651
17,10653
18,10658
19,10659
20,10660
21,10661
22,10662
23,10663
24,10665
25,10673
26,10674
27,10806
28,10807
29,10808
30,10809
31,10826
32,10827
33,10836
34,12192
35,16200
36,16201
37,16202
38,16203
39,16204
40,16205
41,16206
42,16207
43,16208
44,16209
45,16210
46,16212
47,17827
48,19389
49,23130
50,24498
51,24640
52,24642
53,39449
54,39458
55,40701
56,45052
57,45053
58,45054
59,45055
60,46923
61,46924
62,46925
63,46926
64,48349
65,53853
66,53855
67,55273
68,60324
69,60326
70,60327
71,60328
72,60329
