,CID
0,296
1,297
2,298
3,300
4,301
5,303
6,6913
7,6930
8,8022
9,8411
10,10620
11,11358
12,11663
13,11707
14,11718
15,11719
16,11720
17,11914
18,11915
19,11916
20,11917
21,11933
22,11934
23,11949
24,11950
25,11951
26,11952
27,11953
28,12290
29,16285
30,17585
31,17586
32,17587
33,17588
34,17589
35,17590
36,17591
37,17592
38,17593
39,17594
40,17595
41,17596
42,17597
43,17598
44,17669
45,17674
46,17675
47,17676
48,19049
49,19133
50,25491
51,25492
52,25493
53,25494
54,25529
55,25530
56,25535
57,25614
58,25615
59,25616
60,25617
61,25618
62,25619
63,25853
64,25854
65,25855
66,25969
67,25970
68,30282
69,30546
70,31758
71,31760
72,31761
73,31763
74,32420
75,32421
76,32422
77,32766
78,32767
79,32964
80,32969
81,32970
82,33059
83,33060
84,33061
85,37952
86,37953
87,37954
88,37955
89,37956
90,39030
91,39031
92,39032
93,39033
94,39034
95,39036
96,39268
97,39276
98,39277
99,40163
100,40164
101,40175
102,40176
103,40177
104,40397
105,40398
106,40399
107,40559
108,45208
109,45209
110,46737
111,46840
112,46841
113,46842
114,46843
115,46844
116,46845
117,46846
118,46847
119,46848
120,47786
121,47788
122,47789
123,47791
124,47793
125,47794
126,47795
127,47851
128,47854
129,47855
130,47856
131,48062
132,48063
133,48093
134,48094
135,48095
136,48126
137,48211
138,48227
139,48228
140,48706
141,48707
142,53715
143,53716
144,53783
145,53784
146,53785
147,53786
148,53787
149,54674
150,54675
151,54676
152,54677
153,54678
154,54679
155,54680
156,54681
157,54682
158,54683
159,54684
160,54686
161,54710
162,54738
163,54739
164,54740
165,54741
166,54742
167,54743
168,54744
169,54745
170,54746
171,54961
172,54962
173,54963
174,55014
175,55015
176,55020
177,55021
178,55295
179,55299
180,55590
181,55591
182,55592
183,55593
184,59101
185,59102
186,59104
187,59106
188,59107
189,59109
190,59110
191,59111
192,59155
193,59157
194,59158
195,60131
196,60132
197,60245
198,60246
199,60247
200,61079
201,61080
202,61085
203,61127
204,61337
205,61366
