,customer,weight,round,length
0,"[83, 301, 85, 80, 88, 82, 81, 166, 201, 257, 146, 149, 151, 25]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",0,3701.6102341273004
1,"[59, 147, 209, 150, 208, 171, 28, 91, 51, 84, 99, 106]","[1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1]",1,6255.281251479
2,"[39, 98, 204, 65, 222, 221, 86, 263, 87, 209, 61, 114, 206, 58]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1]",2,7759.234219753
3,"[163, 164, 64, 41, 12, 42, 284, 286, 17, 16, 248]","[1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2]",3,6867.789033719
4,"[176, 175, 226, 213, 122, 119, 241, 242, 246, 245, 298, 269, 283, 282, 210]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",4,8647.588779881298
5,"[184, 182, 188, 189, 121, 120, 14, 102, 100, 5, 280, 243, 261, 262]","[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",5,9845.632022964099
6,"[0, 297, 145, 138, 278, 107, 52, 71, 72, 47, 73, 33]","[2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1]",6,8776.7077975486
7,"[141, 140, 292, 288, 124, 127, 35, 36, 37, 38, 235, 234, 22, 228]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]",7,11196.682873696
8,"[180, 187, 227, 54, 44, 152, 203, 264, 291, 55, 144, 143]","[2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1]",8,11457.418857807
9,"[220, 56, 289, 19, 153, 113, 112, 125, 307]","[1, 1, 3, 1, 1, 2, 1, 4, 1]",9,12551.111166244
10,[43],[1],10,5284.84008852
