,BID
0,25859
1,25985
2,26373
3,26378
4,26385
5,26459
6,26752
7,26775
8,26823
9,26835
10,26886
11,26911
12,26958
13,26960
14,27020
15,27039
16,27070
17,27085
18,27094
19,27113
20,27124
21,27138
22,27145
23,27150
24,27178
25,27181
26,27190
27,27202
28,27215
29,27223
30,27230
31,27246
32,27250
33,27272
34,27282
35,27290
36,27293
37,27294
38,27303
39,27308
40,27341
41,27352
42,27353
43,27366
44,27389
45,27401
46,27417
47,27425
48,27465
49,27487
50,27491
51,27499
52,27520
53,27528
54,27547
55,27555
56,27575
57,27577
58,27581
59,27587
60,27592
61,27634
62,27643
63,27657
64,27664
65,27671
66,27684
67,27695
68,27696
69,27721
70,27727
71,27746
72,27769
73,27774
74,27779
75,27804
76,27808
77,27831
78,27832
79,27859
80,27864
81,27897
82,27929
83,27935
84,27936
85,27943
86,27956
87,27969
88,28015
89,28048
90,28052
91,28054
92,28058
93,28060
94,28070
95,28088
96,28152
97,28168
98,28196
99,28198
100,28203
101,28231
102,28299
103,28330
104,28337
105,28350
106,28359
107,28399
108,28403
109,28472
110,28542
111,28565
112,28600
113,28657
114,28694
115,28726
