,CID
0,10041
1,10042
2,10043
3,10044
4,10045
5,11986
6,16948
7,16949
8,16950
9,16951
10,16952
11,16953
12,16954
13,16955
14,23657
15,23658
16,23659
17,23660
18,23661
19,23662
20,23663
21,23664
22,23665
23,23666
24,23667
25,23668
26,23669
27,23670
28,23671
29,23672
30,23673
31,25570
32,29980
33,29992
34,29993
35,29994
36,29995
37,29996
38,29997
39,29998
40,30737
41,30738
42,30739
43,30740
44,30741
45,30742
46,30743
47,30744
48,30745
49,38396
50,38404
51,45092
52,45093
53,45094
54,45890
55,45891
56,45892
57,45893
58,45894
59,45895
60,45896
61,45897
62,45898
63,45899
64,45900
65,45901
66,45902
67,53049
68,53050
69,53051
70,53052
71,53053
72,53068
73,53069
74,53070
75,53071
76,53072
77,53073
78,53074
79,53075
80,53076
81,53077
82,53078
83,53079
84,54717
85,59061
86,59062
87,59485
88,59486
89,59487
90,59488
91,59491
92,59492
93,59493
94,59494
95,59495
96,59496
97,59497
98,59498
99,59499
100,59500
101,59509
102,59510
103,59511
104,59512
105,59513
106,59514
107,59515
