,customer,weight,round,length
0,"[56, 43, 45, 2, 26, 75, 139, 140, 98]","[3, 3, 1, 2, 1, 1, 1, 2, 1]",0,3040.8941453849
1,"[34, 18, 131, 132, 130, 83, 164, 0]","[1, 1, 2, 1, 2, 2, 5, 1]",0,3843.159137329
2,"[99, 135, 178, 133, 177, 151, 152, 136, 137, 134, 21, 20, 19]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2]",0,4771.457094022
3,"[102, 103, 125, 168, 129, 16, 163, 31, 32, 171, 42, 70, 5, 82]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]",0,6674.596513356
4,"[100, 142, 159, 160, 109, 29]","[1, 3, 3, 3, 3, 2]",1,4246.7024426626995
5,"[59, 57, 104, 4, 138, 80, 13]","[1, 6, 2, 2, 2, 1, 1]",1,4957.14304857
6,"[76, 57]","[1, 14]",1,2883.822570459
7,"[144, 33, 122, 37, 22, 146, 41, 155, 121, 120, 154, 119, 27]","[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2]",1,4908.827935453
8,"[13, 110, 115, 112, 78, 81]","[1, 8, 1, 1, 1, 2]",2,3656.2450680129996
9,[],[],2,0.0
10,"[85, 3, 87, 84]","[1, 1, 1, 1]",2,2948.410111904
11,[],[],2,0.0
