,CID
0,6080
1,6081
2,11794
3,11795
4,11797
5,18758
6,18820
7,18895
8,18896
9,19789
10,24969
11,24974
12,25377
13,25378
14,25379
15,25380
16,25381
17,26548
18,32234
19,32563
20,32853
21,39644
22,39645
23,39646
24,39647
25,39648
26,39649
27,39650
28,39651
29,39652
30,39993
31,39994
32,39995
33,39996
34,39997
35,40162
36,40259
37,40260
38,40261
39,40293
40,40294
41,40295
42,40296
43,40328
44,40329
45,41057
46,47634
47,47635
48,47636
49,47637
50,47638
51,47912
52,47913
53,47948
54,47949
55,47950
56,47951
57,47952
58,47953
59,54185
60,54544
61,54545
62,54546
63,54547
64,54548
65,54549
66,54550
67,54551
68,54552
69,54553
70,60915
71,60916
72,60917
73,60918
74,61230
75,61300
76,61945
