,customer,weight,round,length
0,[0],[15],0,1676.058641622
1,[0],[15],0,1676.058641622
2,[0],[15],1,1676.058641622
3,[0],[15],1,1676.058641622
4,[0],[15],2,1676.058641622
5,[0],[15],2,1676.058641622
6,[0],[15],3,1676.058641622
7,[0],[15],3,1676.058641622
8,[0],[15],4,1676.058641622
9,[0],[15],4,1676.058641622
10,[0],[15],5,1676.058641622
11,[0],[15],5,1676.058641622
12,[0],[15],6,1676.058641622
13,[0],[15],6,1676.058641622
14,[0],[15],7,1676.058641622
15,[0],[15],7,1676.058641622
16,[0],[15],8,1676.058641622
17,[0],[15],8,1676.058641622
18,[],[],9,0.0
19,[2],[1],9,101.6589958984
