,customer,weight,round,length
0,"[63, 13, 99, 281, 49, 46, 149, 122, 126]","[2, 1, 1, 1, 2, 1, 3, 1, 3]",0,4917.836299109
1,"[10, 62, 243, 279, 28, 231, 181, 138, 125, 122]","[1, 1, 2, 3, 1, 1, 2, 1, 1, 2]",1,6653.6528456999995
2,"[229, 230, 166, 61, 235, 257, 258, 214, 181, 137, 76, 110, 251]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]",2,6683.55690398
3,"[144, 200, 163, 142, 174, 141, 234, 257, 227, 75, 121, 79, 19]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1]",3,5692.920639532999
4,"[132, 232, 77, 226, 147, 148, 198, 197, 145, 146, 144, 153, 260]","[1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",4,5919.461207990301
5,"[237, 274, 57, 132, 38, 209, 91, 157, 92]","[1, 2, 2, 1, 1, 2, 2, 2, 2]",5,5447.798921879
6,"[88, 255, 254, 4, 131, 259, 196, 275, 152, 236]","[1, 2, 1, 1, 2, 1, 1, 3, 1, 2]",6,6085.656486711999
7,"[253, 55, 84, 178, 23, 27, 33, 31, 207, 208, 71, 169, 170]","[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",7,6610.262765999001
8,"[263, 29, 69, 266, 169, 172, 160, 188, 222, 150, 81, 113, 85]","[1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1]",8,6799.847953638998
9,"[129, 112, 185, 18, 66, 22, 133, 70, 264, 190]","[2, 1, 1, 2, 1, 2, 1, 3, 1, 1]",9,6643.964578698
10,"[211, 212, 250, 187, 217, 159, 271, 168, 238, 182, 216]","[1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 2]",10,6084.385559505101
11,"[242, 241, 202, 240, 176, 177, 203, 50, 213]","[4, 2, 1, 1, 1, 1, 1, 1, 3]",11,4450.813070004
12,"[171, 219, 218, 221]","[6, 1, 1, 1]",12,4273.292721150001
