,customer,weight,round,length
0,"[75, 239, 49, 123, 122, 209, 157, 159, 160, 125, 121, 120]","[1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1]",0,16804.3239661267
1,"[30, 132, 265, 134, 124, 133, 27, 162, 161]","[2, 3, 2, 1, 1, 1, 1, 2, 2]",0,5240.6291653724
2,"[204, 206, 23, 46, 262, 261, 115, 114, 201, 203, 205, 263]","[1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1]",1,13292.1904316069
3,"[73, 72, 74, 71, 116, 202, 19, 76, 77]","[2, 2, 2, 1, 1, 1, 1, 3, 2]",1,13949.614220737
4,"[189, 191, 197, 198, 190, 192, 70, 231, 44, 45, 43]","[2, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1]",2,16743.260983026004
5,"[7, 6, 139, 232, 150, 260, 259, 233, 153, 152, 68, 67, 230, 20]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",2,33260.640977914
6,"[196, 107, 106, 257, 69, 34, 219, 247, 245, 176, 248, 174]","[2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1]",3,23622.576202699798
7,"[63, 66, 65, 84, 41, 140, 177, 142, 226, 59, 221, 37]","[2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]",3,27571.391705975995
8,"[64, 181, 182, 118, 83]","[2, 3, 1, 1, 1]",4,24179.4967830256
9,"[187, 188, 185, 186, 227]","[1, 2, 2, 1, 5]",4,25400.747041377006
