,CID
0,508
1,509
2,510
3,511
4,1431
5,1432
6,1433
7,1434
8,1435
9,9562
10,9563
11,9564
12,9565
13,9566
14,9568
15,9569
16,9570
17,9571
18,9572
19,9573
20,9574
21,9575
22,9576
23,9577
24,9578
25,9579
26,9580
27,9581
28,9582
29,9583
30,9585
31,12178
32,12441
33,16174
34,16175
35,16176
36,16177
37,16182
38,19562
39,22875
40,22876
41,22878
42,23110
43,23113
44,23114
45,23115
46,23116
47,23117
48,23118
49,23119
50,23121
51,23122
52,23123
53,25154
54,30205
55,30206
56,30207
57,30208
58,30209
59,30210
60,30211
61,30212
62,30214
63,30215
64,30216
65,30217
66,30224
67,32986
68,37760
69,37769
70,37775
71,37776
72,37777
73,37778
74,37779
75,38037
76,39790
77,39791
78,40427
79,45042
80,45043
81,45044
82,45047
83,47436
84,48331
85,48332
86,52018
87,52019
88,52020
89,52021
90,52022
91,52450
92,52451
93,52452
94,52453
95,52454
96,52455
97,52457
98,54347
99,54822
100,55498
101,59020
102,59021
103,59022
104,59023
105,59024
106,59025
107,59027
108,59028
109,59029
110,59042
111,59177
112,60717
113,61752
