,customer,weight,round,length
0,[44],[15],0,1423.195426924
1,"[69, 98]","[6, 9]",0,1497.802328775
2,[69],[15],0,635.910661568
3,"[44, 98]","[3, 12]",0,2178.501876455
4,"[8, 109, 51, 24, 60, 21, 80, 19, 59, 81]","[3, 2, 2, 1, 1, 1, 1, 2, 1, 1]",1,6686.484626052
5,"[110, 111, 112, 90, 70, 10, 74, 107, 76, 73, 72, 71]","[2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2]",1,5808.2181028408
6,"[78, 20, 17, 97, 47, 86, 89, 32, 49, 0, 2, 129, 131, 52]","[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,7645.8655943696
7,"[25, 122, 92, 28, 66, 65, 123, 44]","[1, 2, 2, 2, 2, 1, 2, 3]",1,9468.278628903001
8,"[62, 61, 136, 87, 22, 88, 134, 93, 115, 120, 96, 95]","[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1]",2,13393.701313140296
9,[],[],2,0.0
10,"[128, 1, 36, 38, 12, 11, 39, 113, 23, 114, 15, 35, 34, 33]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",2,8523.873555731498
11,[],[],2,0.0
