,CID
0,168
1,187
2,228
3,229
4,10213
5,10214
6,11544
7,17121
8,17124
9,17389
10,17390
11,23928
12,23929
13,30887
14,30888
15,30889
16,30908
17,30909
18,30910
19,30911
20,30912
21,30913
22,30914
23,30915
24,30916
25,30917
26,30920
27,30921
28,30922
29,30923
30,30924
31,30925
32,30926
33,30927
34,33281
35,38576
36,38590
37,38591
38,38592
39,38593
40,38595
41,38597
42,38598
43,38599
44,38600
45,38601
46,38602
47,38604
48,38605
49,38606
50,38609
51,38610
52,38612
53,38613
54,38614
55,38615
56,38616
57,38617
58,38618
59,38624
60,38625
61,38628
62,38629
63,38630
64,38631
65,38637
66,38643
67,38644
68,39011
69,39012
70,39013
71,39014
72,39015
73,39016
74,39017
75,39018
76,39019
77,39020
78,40044
79,40612
80,46064
81,46065
82,46066
83,46067
84,46093
85,46094
86,46095
87,53300
88,53301
89,53317
90,53328
91,53329
92,54596
93,59612
94,59613
95,59614
96,59624
97,59628
98,60610
