,customer,weight,round,length
0,"[13, 12, 50, 51, 141, 81, 93, 94, 121]","[3, 1, 1, 2, 2, 1, 1, 1, 3]",0,7727.292143448
1,"[1, 111, 15, 11, 107, 106, 105, 49, 89, 17, 137]","[1, 1, 1, 1, 1, 1, 2, 3, 2, 1, 1]",0,8257.478681874998
2,"[24, 149, 66, 132, 120]","[10, 2, 1, 1, 1]",0,4284.5074289172
3,"[133, 130, 134, 88, 79, 31, 72, 95, 56, 57]","[1, 1, 1, 1, 1, 1, 1, 2, 1, 5]",0,9278.104094332
4,"[53, 35, 54, 52, 122, 102, 82, 55, 62, 108]","[1, 1, 1, 1, 5, 1, 2, 1, 1, 1]",0,8889.824178760999
5,[60],[15],1,4124.18169072
6,[60],[11],1,4124.18169072
7,"[26, 27, 77, 70, 5, 84, 9, 29, 75, 7]","[1, 1, 2, 1, 1, 1, 1, 2, 1, 1]",1,11024.144172087003
8,[24],[15],1,3194.36313284
9,"[144, 96, 143, 116, 18, 123, 124, 101, 100, 64, 4, 37, 3]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,30144.199752657998
