,CID
0,2408
1,4391
2,4392
3,4393
4,4394
5,4395
6,4403
7,4404
8,4626
9,4627
10,4979
11,4980
12,4981
13,4982
14,4983
15,4996
16,4998
17,5353
18,5354
19,5355
20,5356
21,5506
22,5642
23,5643
24,5645
25,5647
26,5648
27,6013
28,6014
29,6015
30,6016
31,6018
32,6019
33,6136
34,6144
35,6145
36,6217
37,6468
38,6469
39,6470
40,6471
41,6480
42,6483
43,6484
44,6485
45,6486
46,6539
47,6540
48,10598
49,10644
50,10647
51,10648
52,10649
53,10650
54,10652
55,10654
56,10655
57,10656
58,10657
59,10664
60,10666
61,10667
62,10668
63,10669
64,10670
65,10671
66,10672
67,17552
68,17553
69,18948
70,31720
71,31721
72,31722
73,31723
74,31724
75,31725
76,31726
77,31727
78,31820
79,31824
80,31825
81,31826
82,31827
83,31830
84,31832
85,31833
86,31834
87,31835
88,31836
89,31837
90,31838
91,46444
92,46445
93,46446
94,46447
95,46448
96,46450
97,46451
98,46684
99,46686
100,46687
101,46688
102,46689
103,46716
104,46717
105,46718
106,46720
107,46721
108,46722
109,46723
110,46724
111,46725
112,46726
113,46727
114,60174
115,60179
116,60181
117,60189
118,60195
119,60196
