,BID
0,29135
1,29236
2,29297
3,29317
4,29343
5,29360
6,29408
7,29412
8,29431
9,29444
10,29453
11,29469
12,29478
13,29514
14,29544
15,29556
16,29568
17,29632
18,29635
19,29647
20,29658
21,29675
22,29717
23,29729
24,29739
25,29749
26,29767
27,29778
28,29797
29,29801
30,29802
31,29847
32,29874
33,29889
34,29897
35,29914
36,29917
37,29919
38,29929
39,29964
40,29969
41,29974
42,29986
43,30007
44,30025
45,30026
46,30061
47,30072
48,30087
49,30106
50,30114
51,30139
52,30149
53,30150
54,30177
55,30185
56,30192
57,30194
58,30197
59,30211
60,30214
61,30222
62,30237
63,30246
64,30253
65,30257
66,30265
67,30316
68,30325
69,30339
70,30354
71,30395
72,30400
73,30408
74,30423
75,30431
76,30433
77,30473
78,30499
79,30552
80,30553
81,30604
82,30611
83,30613
84,30696
85,30771
86,30774
87,30828
88,30837
89,30844
90,30892
91,30914
92,30930
93,30952
94,30966
95,30987
96,31005
