,CID
0,10234
1,10236
2,10240
3,10241
4,10242
5,10243
6,10244
7,10245
8,10246
9,10557
10,10563
11,10787
12,10844
13,10846
14,10847
15,10848
16,10849
17,10850
18,11542
19,15844
20,17138
21,17828
22,19138
23,23946
24,23947
25,23949
26,23950
27,23951
28,25250
29,25251
30,30946
31,30947
32,30948
33,30950
34,30955
35,31976
36,38322
37,44433
38,44440
39,44441
40,44442
41,44443
42,46119
43,46126
44,46127
45,46128
46,47549
47,53330
48,53331
49,53332
50,53333
51,53334
52,53335
53,53340
54,53693
55,53695
56,53813
57,53869
58,53870
59,53871
60,53872
61,59640
62,59641
63,59642
64,59643
65,59644
66,60339
67,60835
68,60836
