,customer,weight,round,length
0,"[112, 15, 114, 91, 95, 94, 214, 93, 16, 143, 85, 147]","[1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2]",0,4661.802624549299
1,"[222, 166, 148, 48, 119, 97, 120, 220, 17, 165, 47]","[1, 2, 3, 1, 1, 1, 1, 2, 1, 1, 1]",0,2847.7871570889
2,"[66, 205, 140, 204, 219, 218, 64, 168, 21, 116, 117]","[1, 1, 1, 1, 1, 2, 1, 3, 2, 1, 1]",0,3838.1643095104005
3,"[67, 141, 68, 69, 192, 195, 194, 71, 193, 40]","[1, 2, 1, 1, 1, 1, 1, 3, 3, 1]",0,2058.6686325179003
4,[163],[15],1,2532.22577274
5,"[90, 87, 86, 72, 13, 53, 60, 202]","[6, 1, 2, 1, 1, 2, 1, 1]",1,9417.2182090276
6,"[153, 24, 154, 216, 156, 115, 217, 96, 157, 158, 167]","[1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 3]",1,3294.6027869674995
7,"[75, 98, 152, 149, 108, 81, 101, 102, 22, 100]","[1, 1, 3, 1, 2, 3, 1, 1, 1, 1]",1,4204.1827274947
8,"[4, 5, 106, 197, 38, 186, 179, 180, 182, 181, 178, 131]","[1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2]",2,12073.545810359203
9,[],[],2,0.0
10,"[223, 90, 136, 206, 28, 83, 82]","[1, 9, 1, 1, 1, 1, 1]",2,8559.898801185
11,[],[],2,0.0
