,customer,weight,round,length
0,"[6, 120, 123, 122, 55, 192, 10, 110, 194, 87, 85, 200, 108, 185, 184]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,11320.060006802
1,"[130, 129, 204, 163, 177, 153, 139, 138, 48, 160, 51, 52, 50, 164]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",0,3142.6196546147
2,"[166, 167, 111, 190, 9, 7, 31, 98, 97, 33, 34, 37, 102, 81]","[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1]",0,3147.7503197438
3,"[75, 74, 113, 49, 40, 146, 147, 145, 94, 196, 195, 43, 41, 42, 116]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,4140.3362822415
4,"[77, 45, 117, 148, 187, 189, 44, 162, 21, 80, 128, 165]","[1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1]",0,3416.1569998468003
5,"[141, 60, 59, 180, 183, 182, 58, 1]","[2, 2, 1, 1, 1, 2, 3, 1]",1,4739.1225151926
6,"[1, 57, 99, 62, 61, 179]","[2, 1, 1, 5, 2, 2]",1,4866.8457732251
7,"[23, 173, 84, 131, 132, 79, 149, 63, 66, 82, 157, 175, 174, 154]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,4999.590270895
8,[],[],1,0.0
9,[],[],1,0.0
