,customer,weight,round,length
0,"[62, 47, 48]","[13, 1, 1]",0,477.2329839467
1,"[22, 50, 65, 26, 30]","[1, 1, 1, 8, 4]",0,3728.0227961600003
2,"[61, 59, 90]","[6, 5, 4]",0,596.4079954141
3,"[85, 44]","[14, 1]",0,302.8682819506
4,"[45, 8, 15, 9, 60, 51]","[1, 1, 1, 2, 6, 4]",0,1159.7204878414
5,"[27, 88, 75, 87, 49, 86, 70, 69, 68, 43, 31, 78]","[2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1]",1,6350.072848926
6,"[38, 1, 33, 3, 41]","[1, 10, 2, 1, 1]",1,4493.1240234059
7,"[24, 7, 14, 16, 10, 11, 17]","[1, 1, 5, 5, 1, 1, 1]",1,1250.8103267044003
8,"[57, 56, 54, 80, 18, 19, 64, 81, 25, 76]","[2, 1, 1, 2, 1, 2, 1, 2, 1, 1]",1,6458.598108674001
9,"[2, 0, 72, 23, 37, 28, 12, 40, 39]","[3, 4, 1, 1, 1, 1, 1, 2, 1]",1,5726.070097796998
