,BID
0,20538
1,20612
2,20672
3,20695
4,20739
5,20789
6,20798
7,20809
8,20841
9,20842
10,20848
11,20864
12,20876
13,20921
14,20961
15,20979
16,20983
17,21026
18,21101
19,21119
20,21123
21,21163
22,21172
23,21173
24,21176
25,21183
26,21224
27,21225
28,21229
29,21239
30,21305
31,21307
32,21337
33,21341
34,21355
35,21367
36,21406
37,21409
38,21423
39,21460
40,21498
41,21504
42,21505
43,21531
44,21555
45,21562
46,21629
47,21646
48,21653
49,21677
50,21701
51,21712
52,21713
53,21726
54,21752
55,21754
56,21789
57,21790
58,21800
59,21805
60,21819
61,21827
62,21865
63,21869
64,21906
65,21909
66,21930
67,21941
68,22010
69,22016
70,22043
71,22050
72,22087
73,22106
74,22107
75,22113
76,22116
77,22121
78,22145
79,22187
80,22194
81,22204
82,22230
83,22281
84,22287
85,22304
86,22350
87,22364
88,22371
89,22409
90,22428
91,22479
92,22493
93,22503
94,22519
95,22536
96,22541
97,22542
98,22544
99,22606
100,22651
101,22661
102,22758
103,22776
104,22784
105,22848
106,22882
107,22899
108,22904
109,22937
110,23024
111,23085
112,23215
113,23222
114,23484
115,23523
116,23617
117,23627
118,23632
119,23655
120,23686
121,23696
122,23700
