,customer,weight,round,length
0,"[24, 21, 49, 22, 23, 12, 6, 7, 11, 10, 48, 8, 9, 2, 1, 5, 47, 50, 45, 14, 29, 43, 37, 42, 31, 41, 33, 32, 34, 35]","[5, 1, 1, 1, 2, 9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 2, 3, 1, 2, 1, 1, 1, 1, 2, 2, 4]",0,8803.732887515302
