,CID
0,1721
1,1722
2,1736
3,1737
4,1769
5,1770
6,1775
7,1776
8,1800
9,1813
10,1814
11,1834
12,1856
13,1857
14,1859
15,1860
16,4585
17,4593
18,4594
19,4595
20,4596
21,4597
22,4598
23,4599
24,5995
25,5996
26,9723
27,10580
28,10581
29,16347
30,16348
31,16349
32,16350
33,16351
34,16352
35,16353
36,17495
37,17496
38,17500
39,17501
40,23229
41,24261
42,24262
43,24263
44,24265
45,24266
46,24267
47,30318
48,30320
49,30330
50,32510
51,37881
52,39201
53,45270
54,46613
55,46614
56,46615
57,46616
58,46617
59,46618
60,46619
61,52546
62,52547
63,52548
64,52551
65,52560
66,52562
67,52563
68,52564
69,52565
70,52566
71,52567
72,52568
73,53647
74,53648
75,53649
76,53650
77,53654
78,59137
79,59138
80,59139
81,59141
82,59142
83,59143
84,59144
85,60026
86,60028
87,60041
88,60042
89,60044
90,60045
91,60046
92,60047
93,60048
