,BID
0,7467
1,7540
2,7600
3,7636
4,7658
5,7688
6,7773
7,7795
8,7849
9,7908
10,9778
11,9883
12,9885
13,9960
14,9961
15,9965
16,9983
17,10007
18,10020
19,10051
20,10068
21,10107
22,10110
23,10179
24,10185
25,10189
26,10210
27,10232
28,10250
29,10296
30,10309
31,10310
32,10312
33,10341
34,10343
35,10359
36,10372
37,10376
38,10381
39,10388
40,10397
41,10404
42,10441
43,10460
44,10461
45,10477
46,10482
47,10484
48,10493
49,10527
50,10535
51,10563
52,10564
53,10582
54,10587
55,10599
56,10624
57,10641
58,10652
59,10667
60,10671
61,10676
62,10681
63,10689
64,10734
65,10736
66,10748
67,10750
68,10763
69,10774
70,10787
71,10798
72,10799
73,10801
74,10813
75,10822
76,10832
77,10870
78,10876
79,10880
80,10888
81,10895
82,10909
83,10918
84,10925
85,10936
86,10937
87,10939
88,10945
89,10949
90,10951
91,10961
92,11001
93,11003
94,11005
95,11014
96,11017
97,11046
98,11059
99,11061
100,11072
101,11082
102,11085
103,11100
104,11118
105,11128
106,11138
107,11145
108,11149
109,11163
110,11170
111,11178
112,11190
113,11203
114,11207
115,11217
116,11234
117,11237
118,11255
119,11276
120,11285
121,11294
122,11295
123,11306
124,11312
125,11314
126,11330
127,11367
128,11375
129,11425
130,11437
131,11442
132,11448
133,11463
134,11467
135,11473
136,11498
137,11549
138,11551
139,11554
140,11555
141,11568
142,11572
143,11585
144,11586
145,11587
146,11694
147,11756
148,11845
149,11906
150,11942
151,11951
152,11985
153,12006
154,12027
155,12068
156,12069
157,12082
158,12090
159,12100
160,12162
161,12165
162,12169
163,12451
