,BID
0,35580
1,35585
2,35616
3,35639
4,35663
5,35672
6,35674
7,35679
8,35682
9,35702
10,35705
11,35708
12,35724
13,35728
14,35764
15,35793
16,35819
17,35824
18,35835
19,35849
20,35855
21,35865
22,35871
23,35873
24,35876
25,35878
26,35886
27,35912
28,35928
29,35940
30,35944
31,35945
32,35951
33,35953
34,35954
35,35956
36,35957
37,35959
38,35966
39,35974
40,35976
41,35981
42,35990
43,35992
44,35995
45,35998
46,36011
47,36013
48,36024
49,36033
50,36038
51,36039
52,36050
53,36052
54,36055
55,36057
56,36061
57,36076
58,36077
59,36080
60,36081
61,36082
62,36085
63,36090
64,36116
65,36117
66,36126
67,36132
68,36146
69,36148
70,36158
71,36165
72,36175
73,36177
74,36198
75,36199
76,36201
77,36208
78,36209
79,36210
80,36216
81,36232
82,36234
83,36237
84,36242
85,36246
86,36249
87,36255
88,36258
89,36266
90,36272
91,36285
92,36288
93,36290
94,36293
95,36297
96,36308
97,36311
98,36316
99,36320
100,36323
101,36332
102,36348
103,36358
104,36361
105,36362
106,36364
107,36366
108,36371
109,36378
110,36379
111,36380
112,36393
113,36394
114,36399
115,36407
116,36416
117,36419
118,36421
119,36424
120,36432
121,36433
122,36434
123,36437
124,36442
125,36447
126,36449
127,36453
128,36460
129,36461
130,36468
131,36469
132,36471
133,36488
