,CID
0,308
1,10019
2,10020
3,10021
4,10022
5,11047
6,11103
7,11580
8,11852
9,11853
10,11854
11,11855
12,11856
13,11857
14,11858
15,11859
16,11860
17,11861
18,11862
19,12604
20,12605
21,16937
22,16938
23,16939
24,16940
25,18028
26,18045
27,18046
28,18047
29,18048
30,18049
31,18050
32,18065
33,18066
34,18067
35,18068
36,18116
37,18730
38,18731
39,18733
40,18909
41,18913
42,18959
43,19704
44,23438
45,23549
46,23616
47,23617
48,23618
49,23619
50,23620
51,23621
52,23622
53,23623
54,23624
55,25446
56,25447
57,25787
58,25788
59,26433
60,26434
61,30015
62,30027
63,30500
64,30689
65,30690
66,30691
67,30692
68,30693
69,32177
70,32656
71,32896
72,32897
73,33042
74,33355
75,33427
76,33880
77,38332
78,39584
79,40688
80,40982
81,45765
82,47075
83,47076
84,47077
85,47078
86,47080
87,47695
88,47696
89,47697
90,47698
91,48486
92,48487
93,48488
94,48489
95,52953
96,52954
97,52955
98,52956
99,52957
100,52958
101,53027
102,53028
103,53029
104,53030
105,53973
106,54088
107,54089
108,54090
109,54186
110,54187
111,54555
112,54898
113,54919
114,55596
115,59290
116,59291
117,59400
118,59401
119,59402
120,59403
121,59404
122,59405
123,59406
124,59464
125,59465
126,59466
127,60423
128,60529
129,61101
130,61104
131,61280
132,61281
133,61513
134,62003
