,BID
0,18010
1,18185
2,18311
3,18312
4,18337
5,18384
6,18390
7,18394
8,18409
9,18440
10,18441
11,18448
12,18452
13,18490
14,18506
15,18532
16,18550
17,18561
18,18569
19,18661
20,18719
21,18749
22,18752
23,18763
24,18773
25,18798
26,18814
27,18819
28,18829
29,18837
30,18838
31,18858
32,18863
33,18867
34,18873
35,18877
36,18890
37,18893
38,18896
39,18897
40,18900
41,18923
42,18929
43,18980
44,18983
45,18990
46,18994
47,18998
48,19014
49,19015
50,19024
51,19029
52,19030
53,19031
54,19037
55,19049
56,19056
57,19058
58,19098
59,19110
60,19124
61,19131
62,19139
63,19150
64,19185
65,19194
66,19209
67,19210
68,19222
69,19282
70,19283
71,19289
72,19298
73,19300
74,19311
75,19328
76,19336
77,19358
78,19361
79,19377
80,19390
81,19397
82,19403
83,19407
84,19441
85,19460
86,19468
87,19503
88,19517
89,19520
90,19538
91,19541
92,19565
93,19587
94,19591
95,19607
96,19627
97,19632
98,19639
99,19658
100,19663
101,19665
102,19702
103,19707
104,19738
105,19760
106,19772
107,19778
108,19779
109,19814
110,19827
111,19829
112,19844
113,19853
114,19885
115,19895
116,19922
117,19983
118,20041
119,20046
120,20055
121,20068
122,20084
123,20146
124,20156
125,20206
126,20244
127,20257
128,20279
129,20297
130,20350
131,20378
132,20388
133,20439
134,20462
135,20604
136,20652
137,20688
138,20707
139,20718
140,20762
141,20812
142,20850
143,20882
144,20939
145,20957
146,20959
147,20987
148,21020
149,21066
150,21097
151,21102
152,21133
153,21159
154,21174
155,21353
156,21405
157,21446
