,CID
0,2142
1,2143
2,2144
3,2145
4,3764
5,3765
6,3766
7,3773
8,3774
9,3775
10,3776
11,3777
12,3778
13,3779
14,3780
15,8695
16,8696
17,8697
18,10217
19,10218
20,10219
21,10222
22,10223
23,10224
24,11545
25,11546
26,12427
27,17841
28,17842
29,17843
30,17844
31,17845
32,17846
33,17847
34,18291
35,18292
36,18519
37,18520
38,24528
39,24530
40,24531
41,24532
42,24533
43,24534
44,24535
45,24536
46,24537
47,24538
48,24539
49,24540
50,24541
51,24547
52,25412
53,25413
54,25414
55,25415
56,26279
57,31978
58,31979
59,31980
60,31981
61,31982
62,31983
63,31984
64,31985
65,31989
66,32516
67,32621
68,32622
69,32623
70,32624
71,32625
72,32626
73,32627
74,32628
75,32630
76,33303
77,39468
78,39469
79,39470
80,39471
81,39477
82,39478
83,39479
84,39480
85,40042
86,40043
87,40046
88,40047
89,40048
90,40049
91,40771
92,46944
93,46945
94,46950
95,46951
96,46952
97,46953
98,46954
99,46955
100,46956
101,47671
102,47672
103,47673
104,53873
105,53874
106,53875
107,53879
108,53880
109,53881
110,53882
111,53883
112,53884
113,53885
114,53886
115,53887
116,54504
117,54505
118,54592
119,54593
120,54594
121,54595
122,54597
123,54598
124,54599
125,54600
126,54602
127,59629
128,59632
129,59633
130,59634
131,60341
132,60342
133,60343
134,60344
135,60345
136,60346
137,60347
138,60348
139,60354
140,60355
141,60356
142,60357
143,60358
144,60957
145,60958
146,60959
147,60963
148,61742
