,customer,weight,round,length
0,"[173, 8, 130, 172, 58, 169, 29, 190, 189, 192, 148, 54, 19, 53, 20]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,3651.5118814390003
1,"[7, 6, 206, 241, 165, 182, 155, 97, 93, 94, 95, 219]","[2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1]",0,3689.349658563
2,"[144, 30, 205, 204, 70, 154, 147, 23, 44, 4]","[3, 2, 2, 1, 2, 1, 1, 1, 1, 1]",1,5835.953832591
3,"[87, 131, 128, 18, 88, 26, 28, 25]","[5, 1, 1, 1, 2, 1, 2, 2]",1,3958.803124393
4,"[237, 162, 161, 163, 215, 89, 75, 243, 242, 246]","[2, 1, 1, 2, 4, 1, 1, 1, 1, 1]",2,4205.8233740410005
5,"[126, 129, 117, 118, 217, 216, 181, 92, 210]","[1, 2, 1, 1, 1, 2, 3, 2, 2]",2,6891.690939533
6,"[91, 109, 197, 196, 253, 149, 86, 208, 222, 38, 65, 110, 111]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1]",3,8189.665975035
7,"[158, 233, 24, 140, 138, 184, 185, 229, 90]","[1, 1, 2, 2, 2, 2, 3, 1, 1]",3,7771.900298642
8,"[221, 63, 248, 10, 11, 203, 202, 114, 57, 72, 250, 115, 37, 152]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",4,8306.726838183
9,"[159, 213, 230, 83, 51, 239, 183, 218, 123, 122]","[1, 1, 1, 1, 2, 3, 1, 2, 1, 1]",4,6603.837029465
