,CID
0,11222
1,11223
2,11224
3,11225
4,11226
5,11227
6,11232
7,11233
8,11234
9,11235
10,11236
11,11237
12,18237
13,18238
14,18239
15,25038
16,25049
17,25050
18,25051
19,25052
20,25053
21,25054
22,25055
23,25056
24,25145
25,25146
26,26410
27,32308
28,32309
29,38088
30,38089
31,38090
32,39720
33,39721
34,39722
35,39723
36,39724
37,39730
38,39731
39,39732
40,39735
41,39736
42,39737
43,39738
44,39739
45,39740
46,39741
47,39742
48,39743
49,39744
50,39745
51,39746
52,39750
53,47344
54,47345
55,48190
56,54285
57,54301
58,54303
59,54306
60,54307
61,54308
62,54309
63,54356
64,54357
65,60696
66,60697
67,60698
68,60700
