,BID
0,30973
1,31109
2,31162
3,31164
4,31177
5,31196
6,31201
7,31207
8,31228
9,31274
10,31348
11,31366
12,31411
13,31456
14,31464
15,31505
16,31531
17,31549
18,31587
19,31603
20,31613
21,31659
22,31681
23,31715
24,31729
25,31735
26,31801
27,31814
28,31865
29,31881
30,31905
31,31909
32,31997
33,32060
34,32090
35,32127
36,32133
37,32138
38,32178
39,32226
40,32243
41,32262
42,32315
43,32316
44,32345
45,32362
46,32372
47,32379
48,32388
49,32420
50,32452
51,32459
52,32518
53,32578
54,32602
55,32609
56,32629
57,32675
58,32687
59,32732
60,32815
61,32873
