,customer,weight,round,length
0,"[187, 120, 30, 106, 107, 108, 75]","[2, 1, 1, 4, 2, 3, 2]",0,1367.5221786490001
1,"[109, 110, 135, 185, 184, 99, 182]","[3, 2, 1, 1, 3, 4, 1]",0,1956.121426116
2,"[189, 190, 119, 21, 160, 159, 167, 53, 177, 179, 178, 157, 188]","[1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",0,2990.1815429686003
3,"[131, 180, 69, 111, 186, 113, 1, 193, 201, 116]","[2, 2, 1, 2, 1, 2, 1, 2, 1, 1]",1,3873.6660418240003
4,"[163, 156, 97, 181, 132]","[9, 2, 2, 1, 1]",1,2671.3064686499997
5,"[98, 141, 142, 143, 95, 139, 101]","[2, 2, 4, 1, 1, 3, 2]",1,2248.611303056
6,"[171, 69, 96, 70, 103]","[3, 3, 1, 4, 4]",2,2871.750552032
7,"[140, 34, 198, 129, 199, 9, 7, 145, 175, 59]","[5, 1, 1, 1, 1, 1, 1, 1, 2, 1]",2,4438.7978986615
8,"[23, 195, 152, 29, 202, 26, 24, 151, 13, 6, 4]","[1, 1, 2, 1, 1, 2, 3, 1, 1, 1, 1]",2,5111.381085493999
9,"[126, 10, 28, 16]","[3, 1, 1, 2]",3,5090.271142171
10,[],[],3,0.0
11,[],[],3,0.0
