,CID
0,2377
1,2381
2,2770
3,2771
4,2772
5,9806
6,9807
7,9808
8,9809
9,9811
10,9835
11,10837
12,11175
13,11176
14,11177
15,11178
16,11179
17,11180
18,11181
19,11182
20,11183
21,11184
22,11710
23,11912
24,16530
25,16531
26,16532
27,17905
28,17906
29,17907
30,18197
31,18198
32,18199
33,19351
34,24613
35,24631
36,24632
37,24633
38,24634
39,24635
40,24636
41,24637
42,24638
43,24639
44,24659
45,24660
46,24661
47,24662
48,24671
49,24673
50,24674
51,24675
52,24676
53,24677
54,24678
55,24679
56,24680
57,24685
58,24688
59,24999
60,25000
61,25001
62,32749
63,38047
64,38048
65,38049
66,38050
67,38051
68,38052
69,38053
70,38054
71,38064
72,39518
73,39519
74,39520
75,39521
76,39522
77,39523
78,39524
79,39525
80,39526
81,39527
82,39528
83,39529
84,39530
85,39701
86,39702
87,46927
88,47008
89,47009
90,47289
91,47290
92,47292
93,47293
94,47295
95,47304
96,48350
97,52727
98,52775
99,52776
100,52777
101,52778
102,52779
103,54246
104,54247
105,54252
106,54720
107,55315
108,59212
109,60325
110,60387
111,60388
112,60667
113,60668
114,60669
115,60670
116,61105
117,61106
