,BID
0,15091
1,15093
2,15115
3,15122
4,15131
5,15141
6,15154
7,15164
8,15165
9,15176
10,15222
11,15243
12,15418
13,15442
14,15516
15,15560
16,15596
17,15597
18,15657
19,15659
20,15675
21,15679
22,15681
23,15697
24,15698
25,15709
26,15730
27,15760
28,15762
29,15776
30,15789
31,15795
32,15825
33,15831
34,15848
35,15854
36,15861
37,15862
38,15888
39,15889
40,15915
41,15919
42,15938
43,15952
44,15960
45,16005
46,16009
47,16016
48,16033
49,16072
50,16073
51,16080
52,16084
53,16085
54,16089
55,16095
56,16123
57,16128
58,16153
59,16166
60,16168
61,16175
62,16185
63,16191
64,16192
65,16219
66,16233
67,16248
68,16271
69,16299
70,16303
71,16315
72,16322
73,16346
74,16365
75,16385
76,16407
77,16410
78,16461
79,16467
80,16472
81,16475
82,16488
83,16491
84,16492
85,16502
86,16526
87,16545
88,16560
89,16587
90,16604
91,16609
92,16614
93,16651
94,16691
95,16696
96,16710
97,16724
98,16762
99,16780
100,16786
101,16789
102,16795
103,16797
104,16799
105,16820
106,16832
107,16868
108,16881
109,16885
110,16897
111,16910
112,16917
113,16931
114,16949
115,16951
116,16955
117,17003
118,17009
119,17016
120,17018
121,17067
122,17101
123,17102
124,17105
125,17123
126,17133
127,17134
128,17176
129,17184
130,17188
131,17212
132,17257
133,17298
134,17313
135,17328
136,17359
137,17361
138,17376
139,17434
140,17435
141,17457
142,17474
143,17480
144,17486
145,17489
146,17498
147,17551
148,17552
149,17557
150,17560
151,17582
152,17606
153,17614
154,17631
155,17653
156,17669
157,17671
158,17690
159,17757
160,17761
161,17767
162,17794
163,17798
164,17808
165,17811
166,17837
167,17853
168,17859
169,17876
170,17885
171,17886
172,17916
173,17948
174,17982
175,17985
176,17993
177,18004
178,18038
179,18050
180,18077
181,18079
182,18080
183,18097
184,18113
185,18120
186,18148
187,18150
188,18244
189,18319
190,18383
191,18402
192,18428
193,18442
194,18449
195,18453
196,18457
197,18474
198,18477
199,18500
200,18514
201,18534
202,18540
203,18548
204,18558
205,18564
206,18572
207,18590
208,18593
209,18608
210,18611
211,18614
212,18618
213,18619
214,18620
215,18622
