,customer,weight,round,length
0,"[15, 11, 137, 17, 89, 49, 105, 106, 107, 93, 94]","[1, 1, 1, 1, 2, 3, 2, 1, 1, 1, 1]",0,8350.251057692
1,"[53, 35, 54, 52, 122, 102, 82, 55, 62, 108]","[1, 1, 1, 1, 5, 1, 2, 1, 1, 1]",0,8889.824178760999
2,"[1, 111, 81, 141, 51, 50, 12, 13, 121]","[1, 1, 1, 2, 2, 1, 1, 3, 3]",1,7997.228799292
3,"[57, 56, 31, 79, 66, 134, 130, 133, 88, 132, 120]","[5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,8276.6922851722
4,[24],[15],2,3194.36313284
5,"[24, 149, 72, 95]","[10, 2, 1, 2]",2,10275.245809919
6,"[60, 116, 144, 143, 27, 26, 75, 29, 77, 7]","[4, 1, 1, 1, 1, 1, 1, 2, 2, 1]",3,14763.258208791001
7,[60],[15],3,4124.18169072
8,"[96, 5, 84, 9, 70]","[1, 1, 1, 1, 1]",4,12055.312002488
9,"[60, 18, 123, 124, 101, 100, 64, 4, 37, 3]","[6, 1, 1, 1, 1, 1, 1, 1, 1, 1]",4,22785.114667134
