,BID
0,32673
1,32927
2,32954
3,33029
4,33089
5,33212
6,33257
7,33296
8,33393
9,33440
10,33462
11,33492
12,33520
13,33566
14,33653
15,33655
16,33660
17,33688
18,33696
19,33705
20,33787
21,33807
22,33827
23,33829
24,33854
25,33958
26,34115
27,34130
28,34162
29,34188
30,34256
31,34271
32,34280
33,34294
34,34296
35,34312
36,34336
37,34361
38,34381
39,34410
40,34460
41,34479
42,34483
43,34487
44,34630
45,34697
46,34737
47,34752
48,34764
49,34794
50,34813
51,34822
52,34845
53,34904
54,34943
55,34974
56,35005
57,35013
58,35027
59,35062
60,35076
61,35111
62,35144
63,35161
64,35177
65,35190
66,35193
67,35215
68,35235
69,35248
70,35283
71,35309
72,35318
73,35336
74,35364
75,35369
76,35393
77,35406
78,35426
79,35449
80,35476
81,35553
82,35589
83,35600
84,35601
85,35613
86,35634
87,35637
88,35751
89,35769
90,35785
91,35809
92,35942
93,35964
94,35996
