,customer,weight,round,length
0,"[0, 2]","[14, 1]",0,1574.39964572391
1,[0],[15],0,1564.532409132
2,[0],[15],0,1564.532409132
3,[0],[15],0,1564.532409132
4,[0],[15],1,1564.532409132
5,[0],[15],1,1564.532409132
6,[0],[15],1,1564.532409132
7,[0],[15],1,1564.532409132
8,[0],[15],2,1564.532409132
9,[0],[15],2,1564.532409132
10,[0],[15],2,1564.532409132
11,[0],[15],2,1564.532409132
12,[0],[15],3,1564.532409132
13,[0],[15],3,1564.532409132
14,[0],[15],3,1564.532409132
15,[0],[15],3,1564.532409132
16,[0],[14],4,1564.532409132
17,[0],[15],4,1564.532409132
18,[0],[15],4,1564.532409132
19,[0],[15],4,1564.532409132
