,CID
0,179
1,14389
2,14398
3,14399
4,14400
5,14412
6,14544
7,14595
8,14596
9,14597
10,14598
11,21219
12,21220
13,21221
14,21222
15,21223
16,21224
17,21225
18,21236
19,21239
20,21240
21,21241
22,21242
23,21243
24,21267
25,21441
26,21443
27,21444
28,21445
29,21446
30,21477
31,21478
32,21479
33,21480
34,21481
35,21492
36,27948
37,27949
38,27950
39,28155
40,28157
41,28162
42,28163
43,28164
44,28165
45,28166
46,28169
47,28170
48,28171
49,28196
50,28197
51,28198
52,28199
53,28200
54,28201
55,28202
56,28232
57,28233
58,28234
59,28337
60,28371
61,28375
62,28406
63,34976
64,34977
65,35358
66,35381
67,35382
68,35383
69,35384
70,35674
71,35675
72,35676
73,35677
74,35678
75,35679
76,35680
77,35681
78,35682
79,35683
80,35684
81,35698
82,35699
83,35714
84,35726
85,35727
86,35952
87,35953
88,35954
89,42656
90,42657
91,42658
92,42665
93,42679
94,42680
95,42898
96,42972
97,42973
98,49654
99,49655
100,50074
101,50075
102,50405
103,50406
104,50407
105,50408
106,50409
107,50410
108,50411
109,50412
110,50433
111,50434
112,50445
113,50655
114,50734
115,50735
116,50736
117,50737
118,50739
119,50759
120,57115
121,57116
122,57122
123,57142
124,57143
125,57144
126,57347
127,57392
128,57393
129,57394
130,57395
131,63435
132,63531
133,63532
134,63533
135,63534
136,63550
137,63551
138,63558
139,63573
140,63576
141,63585
142,63586
143,63857
144,63858
145,63859
146,63860
147,63861
148,63862
149,63863
