,customer,weight,round,length
0,"[8, 132, 77, 76, 140, 133, 113, 110, 28, 27, 109, 58, 57]","[2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1]",0,8486.8216121768
1,"[9, 60, 11, 23, 68, 12, 1, 108, 157, 47]","[4, 1, 1, 1, 1, 1, 1, 1, 1, 3]",0,6299.568015992
2,"[105, 104, 123, 55, 10, 124, 46, 50, 41, 49, 115, 99, 97, 122, 34]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,2358.9437656029
3,"[121, 155, 8, 74, 24, 156, 26, 73, 71, 70, 37]","[1, 1, 1, 2, 2, 2, 1, 2, 1, 1, 1]",1,8778.18349682
4,"[62, 143, 29, 33, 32, 69, 95, 96, 98, 94]","[5, 1, 1, 2, 1, 1, 1, 1, 1, 1]",2,11639.6646704658
5,"[42, 83, 43, 6, 4, 117, 118, 45, 128, 35, 144]","[1, 1, 3, 1, 1, 1, 1, 2, 1, 2, 1]",2,4020.2906008828004
6,"[103, 7, 53, 152, 151, 85, 86, 93]","[2, 3, 1, 3, 1, 1, 1, 3]",3,5217.9508595618
7,"[52, 18, 17, 120, 14, 92, 91, 102, 89, 88, 87, 15, 16]","[1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1]",3,4551.189546499999
8,[],[],4,0.0
9,"[19, 20]","[1, 2]",4,4314.173380548
