,customer,weight,round,length
0,"[89, 90, 35, 91, 93, 94, 60, 82, 21, 22, 20]","[1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 1]",0,3058.4306438449
1,"[118, 39, 57, 58, 38, 102]","[1, 3, 3, 1, 3, 4]",0,2063.8697959700003
2,"[26, 87, 79, 46, 85, 103, 29, 36]","[2, 1, 2, 1, 1, 3, 1, 4]",0,1977.702837582
3,"[116, 115, 114, 50, 121, 54, 124, 72, 41, 71, 70, 69]","[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 3]",0,2682.6306676678
4,"[65, 67, 66, 64, 55, 127, 77, 63, 62]","[2, 1, 1, 1, 1, 3, 1, 2, 3]",0,3261.1639054319
5,"[28, 100, 128, 130, 129, 52, 5, 30]","[1, 2, 1, 1, 1, 1, 1, 1]",1,2024.5619572230999
6,"[31, 45, 81, 44, 51, 43, 8, 6, 23, 7, 73, 110, 15, 25]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]",1,3006.6539561715
7,[],[],1,0.0
8,"[48, 47, 49, 80, 99, 98, 83, 104]","[3, 1, 2, 3, 1, 1, 1, 2]",1,2686.8624625417
9,"[108, 112, 107, 106, 125, 33]","[4, 5, 1, 1, 2, 2]",1,2861.4112927226
