,customer,weight,round,length
0,"[78, 68, 96, 166, 133, 135, 136, 169, 125, 124, 111, 123]","[1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1]",0,5329.385719484501
1,"[108, 109, 140, 164, 56, 129, 132, 130, 131, 93, 1, 0, 77, 75, 122]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,5632.358434756899
2,"[102, 149, 154, 4, 5, 53, 7, 86, 8, 42, 143, 141, 64]","[1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1]",0,5948.213776233
3,"[148, 60, 121, 61, 62, 72, 73, 74, 107, 83, 84, 70, 100]","[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2]",0,3415.7469291641005
4,"[157, 114, 115, 118, 95, 90, 13, 119, 14, 162, 29, 30]","[1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1]",0,5915.151020211999
5,"[80, 46, 45, 137, 82, 48, 159, 49, 50, 173]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,4023.9672484730995
6,[],[],1,0.0
7,[],[],1,0.0
8,[],[],1,0.0
9,"[155, 151, 103, 51, 106]","[2, 1, 1, 1, 2]",1,3169.815551053001
