,CID
0,7483
1,7635
2,7636
3,8187
4,8190
5,8192
6,8194
7,8197
8,8199
9,8202
10,8212
11,8214
12,8215
13,8218
14,8220
15,8221
16,8224
17,8225
18,9879
19,10634
20,10675
21,10676
22,10677
23,10679
24,10680
25,10681
26,10682
27,10683
28,10718
29,10721
30,10722
31,10723
32,10724
33,10725
34,10726
35,10728
36,10729
37,10730
38,10731
39,10732
40,10733
41,10734
42,10735
43,10736
44,10737
45,10738
46,10739
47,10740
48,10741
49,10742
50,10748
51,10749
52,10756
53,10757
54,10758
55,10762
56,11193
57,11194
58,11195
59,11197
60,11198
61,11199
62,11200
63,11201
64,11721
65,12194
66,16646
67,16647
68,16982
69,16983
70,16984
71,16985
72,16986
73,16987
74,17610
75,17611
76,17612
77,17614
78,17615
79,17616
80,17626
81,17627
82,17628
83,17629
84,17630
85,17631
86,17632
87,17633
88,17634
89,17635
90,17636
91,17637
92,17659
93,17660
94,17661
95,17662
96,17663
97,18746
98,18747
99,19051
100,19134
101,23716
102,23717
103,23718
104,23719
105,23720
106,23722
107,23724
108,23725
109,23726
110,24127
111,24403
112,24404
113,24405
114,24406
115,24407
116,24408
117,24409
118,24410
119,24411
120,24412
121,24413
122,24414
123,24415
124,24416
125,24417
126,24418
127,24419
128,24422
129,24423
130,24424
131,24427
132,24428
133,24429
134,24430
135,24454
136,25244
137,25245
138,25246
139,25247
140,25248
141,25402
142,25403
143,25404
144,25405
145,25867
146,25868
147,25993
148,25994
149,26093
150,31839
151,31861
152,31864
153,31865
154,31866
155,31867
156,31868
157,31869
158,31870
159,31871
160,31872
161,31873
162,31877
163,31878
164,31879
165,31880
166,31881
167,31882
168,31883
169,31884
170,31885
171,31889
172,31890
173,32759
174,33131
175,39168
176,39169
177,39170
178,39333
179,39350
180,39351
181,39352
182,39358
183,39359
184,39373
185,39374
186,39375
187,39376
188,39377
189,39378
190,39379
191,39896
192,39897
193,39988
194,39989
195,40159
196,40160
197,40179
198,40180
199,40400
200,40401
201,40638
202,45458
203,45461
204,45462
205,45463
206,45464
207,45919
208,45920
209,46828
210,46829
211,46830
212,46831
213,46832
214,46833
215,46838
216,46839
217,46859
218,46929
219,46930
220,46931
221,46932
222,47535
223,47644
224,53745
225,53746
226,53747
227,53748
228,53749
229,53750
230,53751
231,53752
232,53775
233,53777
234,53778
235,53779
236,53780
237,53781
238,53782
239,53790
240,53791
241,53792
242,53793
243,54350
244,54435
245,54436
246,54583
247,54734
248,54735
249,59301
250,59302
251,60221
252,60222
253,60223
254,60224
255,60225
256,60230
257,60231
258,60232
259,60236
260,60237
261,60239
262,60240
263,60241
264,60242
265,60243
266,60244
267,60259
268,60260
269,60261
270,60262
271,60263
272,60332
273,60333
274,60719
275,60720
276,60832
277,60833
278,60921
279,60922
280,61117
281,61396
282,61397
