,BID
0,14831
1,14853
2,14881
3,14893
4,14900
5,14903
6,14915
7,14944
8,14971
9,14985
10,14987
11,15000
12,15028
13,15030
14,15057
15,15058
16,15073
17,15080
18,15103
19,15110
20,15113
21,15140
22,15160
23,15188
24,15206
25,15235
26,15260
27,15287
28,15304
29,15325
30,15327
31,15336
32,15355
33,15364
34,15372
35,15387
36,15389
37,15399
38,15402
39,15451
40,15462
41,15463
42,15479
43,15497
44,15518
45,15527
46,15536
47,15538
48,15547
49,15606
50,15615
51,15621
52,15622
53,15638
54,15649
55,15656
56,15663
57,15668
58,15669
59,15680
60,15682
61,15704
62,15708
63,15710
64,15711
65,15735
66,15736
67,15740
68,15748
69,15751
70,15765
71,15767
72,15769
73,15778
74,15790
75,15791
76,15804
77,15827
78,15828
79,15832
80,15833
81,15838
82,15864
83,15867
84,15874
85,15875
86,15879
87,15898
88,15901
89,15913
90,15914
91,15943
92,15953
93,15958
94,15961
95,15967
96,15969
97,15977
98,16006
99,16008
100,16017
101,16019
102,16024
103,16035
104,16044
105,16047
106,16066
107,16076
108,16092
109,16094
110,16096
111,16130
112,16135
113,16138
114,16140
115,16147
116,16151
117,16154
118,16165
119,16178
120,16181
121,16182
122,16187
123,16194
124,16195
125,16198
126,16202
127,16207
128,16214
129,16215
130,16223
131,16228
132,16235
133,16253
134,16255
135,16257
136,16258
137,16259
138,16267
139,16275
140,16285
141,16286
142,16288
143,16289
144,16290
145,16298
146,16305
147,16307
148,16308
149,16312
150,16326
151,16327
152,16329
153,16332
154,16333
155,16336
156,16343
157,16357
158,16359
159,16381
160,16393
161,16394
162,16401
163,16402
164,16404
165,16414
166,16416
167,16419
168,16431
169,16434
170,16436
171,16441
172,16453
173,16460
174,16466
175,16474
176,16490
177,16497
178,16501
179,16503
180,16509
181,16510
182,16513
183,16535
184,16537
185,16544
186,16555
187,16566
188,16567
189,16578
190,16581
191,16586
192,16592
193,16611
194,16625
195,16636
196,16642
197,16647
198,16650
199,16656
200,16672
201,16676
202,16684
203,16704
204,16711
205,16718
206,16752
207,16757
208,16768
209,16778
210,16842
211,16944
212,16963
213,16996
214,17001
215,17025
216,17086
217,17117
218,17177
219,17191
220,17273
221,17279
222,17293
223,17307
224,17317
225,17340
226,17375
227,17397
228,17475
