,BID
0,32216
1,32417
2,32470
3,32482
4,32567
5,32569
6,32601
7,32660
8,32699
9,32700
10,32774
11,32850
12,32886
13,32895
14,32906
15,32908
16,32931
17,32995
18,33001
19,33013
20,33016
21,33024
22,33038
23,33097
24,33133
25,33142
26,33145
27,33147
28,33187
29,33196
30,33209
31,33242
32,33269
33,33274
34,33275
35,33291
36,33304
37,33313
38,33315
39,33341
40,33342
41,33344
42,33351
43,33361
44,33362
45,33374
46,33412
47,33419
48,33420
49,33432
50,33442
51,33446
52,33457
53,33465
54,33469
55,33485
56,33512
57,33513
58,33514
59,33522
60,33526
61,33533
62,33544
63,33556
64,33583
65,33593
66,33619
67,33642
68,33646
69,33648
70,33658
71,33701
72,33712
73,33721
74,33759
75,33784
76,33844
77,33851
78,33979
79,34036
80,34051
81,34052
82,34065
83,34102
84,34198
