,customer,weight,round,length
0,"[16, 14, 30, 80, 79, 78, 108, 95, 81, 133, 159]","[3, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1]",0,2163.6935975243996
1,"[26, 106, 47, 48, 93, 91, 40, 76, 74, 75, 46, 73]","[1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2]",0,2305.7478778269
2,"[21, 20, 5, 96, 128, 127, 83, 98, 87, 13, 15]","[1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2]",0,2204.9321700542
3,"[69, 68, 18, 102, 157, 84, 132, 143, 136, 17, 146, 147]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1]",0,2359.2826834318
4,"[61, 64, 65, 66, 55, 62, 57, 105, 28, 25, 24]","[1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 2]",0,2919.2692790219
5,"[152, 155, 154, 153, 12, 90, 103, 49, 34, 35, 39]","[1, 1, 1, 1, 2, 3, 2, 1, 1, 1, 1]",1,4044.8218389842004
6,"[135, 126, 125, 51, 129, 97, 110, 22, 54, 3]","[1, 1, 1, 1, 2, 1, 2, 1, 1, 3]",1,3329.0266992654992
7,"[70, 71, 121, 122, 109, 72]","[3, 1, 1, 2, 1, 1]",1,2639.91020888
8,"[11, 119, 9, 10, 113, 120, 156, 139, 117, 138, 137, 8, 116]","[2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]",1,3256.3082847359997
9,[],[],1,0.0
