,CID
0,10473
1,10484
2,10485
3,10486
4,10492
5,12196
6,17432
7,17466
8,24156
9,24157
10,24172
11,24173
12,24174
13,24184
14,24185
15,26547
16,31633
17,31634
18,31635
19,31636
20,31637
21,31638
22,31639
23,32405
24,32406
25,33239
26,37716
27,37717
28,37718
29,37720
30,37722
31,37723
32,39063
33,39064
34,39065
35,39066
36,39067
37,39068
38,39069
39,39070
40,39071
41,39072
42,39073
43,39074
44,39075
45,39087
46,39088
47,39092
48,39093
49,39143
50,39144
51,39145
52,39884
53,46488
54,46489
55,46560
56,47518
57,48352
58,54430
59,55685
60,59959
61,59974
62,59975
63,59977
64,60003
65,61535
66,61587
67,61588
