,BID
0,7048
1,7054
2,7116
3,7142
4,7148
5,7159
6,7195
7,7212
8,7221
9,7255
10,7268
11,7281
12,7297
13,7326
14,7340
15,7342
16,7348
17,7353
18,7382
19,7405
20,7409
21,7410
22,7417
23,7431
24,7436
25,7464
26,7483
27,7504
28,7539
29,7542
30,7548
31,7552
32,7570
33,7574
34,7577
35,7583
36,7599
37,7602
38,7603
39,7610
40,7632
41,7646
42,7656
43,7661
44,7721
45,7725
46,7736
47,7756
48,7761
49,7767
50,7782
51,7793
52,7797
53,7808
54,7816
55,7818
56,7864
57,7899
58,7911
59,7917
60,7919
61,7931
62,7965
63,7971
64,7977
65,8031
66,8034
67,8131
68,8144
69,8164
70,8172
71,8176
72,8263
73,8264
74,8267
75,8270
76,8272
77,8397
78,8482
79,8517
80,8553
81,8565
82,8568
83,8578
84,8602
85,8683
86,8714
87,8792
88,8802
89,8867
90,8959
91,8964
92,8980
93,8986
94,9096
95,9471
96,9476
97,9623
98,9624
99,9635
100,9638
101,9642
102,9673
103,9675
104,9681
105,9684
106,9753
107,9754
108,9780
109,9819
110,9821
111,9824
112,9825
113,9827
114,9829
115,9915
116,9928
117,9948
118,9979
119,10001
120,10165
121,10182
122,10211
123,10240
124,10259
125,10263
126,10273
127,10318
128,10410
129,10429
130,10453
131,10458
132,10462
133,10465
134,10473
135,10486
136,10489
137,10492
138,10494
139,10495
140,10496
141,10498
142,10515
143,10524
144,10621
145,10721
146,10726
147,10729
148,10732
149,10738
150,10740
151,10743
152,10744
153,10746
154,10751
155,10752
156,10776
157,10778
158,10780
159,10782
160,10805
161,10820
162,10826
163,10843
164,10848
165,10861
166,10862
167,10901
168,10931
169,10934
170,10954
171,10966
172,10972
173,11002
174,11011
175,11015
176,11022
177,11027
178,11051
179,11058
180,11066
181,11071
182,11077
183,11090
184,11091
185,11094
186,11095
187,11099
188,11110
189,11114
190,11115
191,11119
192,11123
193,11125
194,11141
195,11158
196,11159
197,11166
198,11171
199,11173
200,11177
201,11184
202,11185
203,11187
204,11188
205,11191
206,11192
207,11199
208,11218
209,11221
210,11222
211,11223
212,11242
213,11246
214,11247
215,11253
216,11260
217,11261
218,11262
219,11265
220,11266
221,11267
222,11269
223,11275
224,11281
225,11284
226,11288
227,11293
228,11298
229,11316
230,11318
231,11322
232,11323
233,11324
234,11325
235,11331
236,11333
237,11336
238,11337
239,11338
240,11342
241,11346
242,11353
243,11366
244,11370
245,11376
246,11377
247,11390
248,11397
249,11399
250,11400
251,11409
252,11411
253,11420
254,11424
255,11429
256,11432
257,11440
258,11444
259,11458
260,11465
261,11466
262,11469
263,11478
264,11480
265,11483
266,11489
267,11512
268,11527
269,11534
270,11552
271,11553
272,11562
273,11575
274,11579
275,11582
276,11618
277,11646
278,11650
279,11662
280,11728
281,11737
282,11745
283,11747
284,11750
285,11751
286,11765
287,11771
288,11781
289,11813
290,11843
291,11856
292,11863
293,11866
294,11867
295,11877
296,11903
297,11919
298,11990
299,12013
300,12018
301,12023
302,12034
303,12048
304,12052
305,12063
306,12077
307,12089
308,12120
309,12126
310,12137
311,12168
312,12198
313,12211
314,12251
315,12254
316,12279
317,12312
318,12315
319,12383
320,12388
321,12398
322,12449
323,12450
324,12459
325,12460
326,12480
327,12495
328,12506
329,12511
330,12512
331,12518
332,12535
333,12539
334,12541
335,12542
336,12562
337,12563
338,12566
339,12569
340,12579
341,12581
342,12618
343,12627
344,12637
345,12685
346,12687
347,12694
348,12698
349,12703
350,12704
351,12714
352,12719
353,12725
354,12750
355,12756
356,12780
357,12806
358,12811
359,12817
360,12839
361,12848
362,12857
363,12862
364,12899
365,12905
366,12906
367,12907
368,12919
369,12924
370,12941
371,12960
372,12962
373,12969
374,12971
375,12994
376,13012
377,13013
378,13016
379,13017
380,13029
381,13046
382,13071
383,13084
384,13104
385,13116
386,13120
387,13141
388,13153
389,13161
390,13164
391,13177
392,13202
